StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname  	GeographyName	AnimalGroup               	LoadSourceGroup            	Amount	Unit        	NReductionFraction	PReductionFraction
beebop               	NONFED    	MD               	AgStormEff    	10003        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42075        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42075        	turkeys                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42075        	turkeys                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42075        	turkeys                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	beef                      	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	beef                      	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	beef                      	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	hogs and pigs for breeding	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	hogs for slaughter        	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	layers                    	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	layers                    	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	layers                    	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	other cattle              	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	other cattle              	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	other cattle              	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	42133        	turkeys                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	42133        	turkeys                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	42133        	turkeys                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	pullets                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	pullets                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	pullets                   	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51001        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51001        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51001        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51033        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51033        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51033        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	hogs and pigs for breeding	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	hogs and pigs for breeding	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	hogs and pigs for breeding	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	hogs for slaughter        	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51036        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51036        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51036        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51057        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51057        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51057        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51057        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51057        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51057        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51057        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51057        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51057        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51057        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51057        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51057        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51057        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51057        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51057        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51057        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51057        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51057        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51073        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51073        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51073        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	broilers                  	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	dairy                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	dairy                     	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51085        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51085        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51085        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	goats                     	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	horses                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	layers                    	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	other cattle              	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	pullets                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	sheep and lambs           	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51087        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51087        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51087        	turkeys                   	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	LoafLot       	51093        	beef                      	Non-Permitted Feeding Space	1     	Animal Count
beebop               	NONFED    	MD               	AgStormEff    	51093        	broilers                  	Permitted Feeding Space    	1     	Animal Count
beebop               	NONFED    	MD               	BarnRunoffCont	51093        	broilers                  	Permitted Feeding Space    	1     	Animal Count
