StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname	GeographyName	AnimalGroup	LoadSourceGroup	Amount	Unit	NReductionFraction	PReductionFraction
beebop	NONFED	PA	LoafLot	42001	sheep and lambs	Non-Permitted Feeding Space	1.6131686280091222	Animal Count		
beebop	NONFED	PA	LoafLot	42001	sheep and lambs	Non-Permitted Feeding Space	1.6131686280091222	Animal Count		
beebop	NONFED	PA	LoafLot	42001	sheep and lambs	Non-Permitted Feeding Space	1.6131686280091222	Animal Count		
beebop	NONFED	PA	LoafLot	42001	sheep and lambs	Non-Permitted Feeding Space	1.6131686280091222	Animal Count		
beebop	NONFED	PA	LoafLot	42001	sheep and lambs	Non-Permitted Feeding Space	1.6131686280091222	Animal Count		
beebop	NONFED	PA	LoafLot	42001	sheep and lambs	Non-Permitted Feeding Space	1.6131686280091222	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Non-Permitted Feeding Space	20010.435929769927	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Non-Permitted Feeding Space	20010.435929769927	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Non-Permitted Feeding Space	20010.435929769927	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Non-Permitted Feeding Space	20010.435929769927	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Non-Permitted Feeding Space	20010.435929769927	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Non-Permitted Feeding Space	20010.435929769927	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Non-Permitted Feeding Space	14805.98284988825	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Non-Permitted Feeding Space	14805.98284988825	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Non-Permitted Feeding Space	14805.98284988825	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Non-Permitted Feeding Space	14805.98284988825	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Non-Permitted Feeding Space	14805.98284988825	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Non-Permitted Feeding Space	14805.98284988825	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Non-Permitted Feeding Space	6178.902291741072	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Non-Permitted Feeding Space	6178.902291741072	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Non-Permitted Feeding Space	6178.902291741072	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Non-Permitted Feeding Space	6178.902291741072	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Non-Permitted Feeding Space	6178.902291741072	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Non-Permitted Feeding Space	6178.902291741072	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Permitted Feeding Space	73.66099336674246	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Permitted Feeding Space	73.66099336674246	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Permitted Feeding Space	73.66099336674246	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Permitted Feeding Space	73.66099336674246	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Permitted Feeding Space	73.66099336674246	Animal Count		
beebop	NONFED	PA	AgStormEff	42001	turkeys	Permitted Feeding Space	73.66099336674246	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Permitted Feeding Space	500.2059780495853	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Permitted Feeding Space	500.2059780495853	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Permitted Feeding Space	500.2059780495853	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Permitted Feeding Space	500.2059780495853	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Permitted Feeding Space	500.2059780495853	Animal Count		
beebop	NONFED	PA	BarnRunoffCont	42001	turkeys	Permitted Feeding Space	500.2059780495853	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Permitted Feeding Space	1687.1319837414394	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Permitted Feeding Space	1687.1319837414394	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Permitted Feeding Space	1687.1319837414394	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Permitted Feeding Space	1687.1319837414394	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Permitted Feeding Space	1687.1319837414394	Animal Count		
beebop	NONFED	PA	LoafLot	42001	turkeys	Permitted Feeding Space	1687.1319837414394	Animal Count		
