StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname	FIPSFrom	FIPSTo	AnimalGroup	LoadSourceGroup	Amount	Unit
beebop	NONFED	PA	AgStormEff	42001	42001	sheep and lambs	Non-Permitted Feeding Space	1.3849521151302429	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	sheep and lambs	Non-Permitted Feeding Space	13.062210647324159	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	sheep and lambs	Non-Permitted Feeding Space	13.062210647324159	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	sheep and lambs	Non-Permitted Feeding Space	13.062210647324159	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	sheep and lambs	Non-Permitted Feeding Space	13.062210647324159	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	sheep and lambs	Non-Permitted Feeding Space	13.062210647324159	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	sheep and lambs	Non-Permitted Feeding Space	13.062210647324159	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	sheep and lambs	Non-Permitted Feeding Space	6.997389549075211	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	sheep and lambs	Non-Permitted Feeding Space	6.997389549075211	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	sheep and lambs	Non-Permitted Feeding Space	6.997389549075211	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	sheep and lambs	Non-Permitted Feeding Space	6.997389549075211	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	sheep and lambs	Non-Permitted Feeding Space	6.997389549075211	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	sheep and lambs	Non-Permitted Feeding Space	6.997389549075211	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Non-Permitted Feeding Space	1927.5375858683767	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Non-Permitted Feeding Space	1927.5375858683767	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Non-Permitted Feeding Space	1927.5375858683767	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Non-Permitted Feeding Space	1927.5375858683767	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Non-Permitted Feeding Space	1927.5375858683767	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Non-Permitted Feeding Space	1927.5375858683767	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Non-Permitted Feeding Space	2783.9348297584447	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Non-Permitted Feeding Space	2783.9348297584447	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Non-Permitted Feeding Space	2783.9348297584447	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Non-Permitted Feeding Space	2783.9348297584447	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Non-Permitted Feeding Space	2783.9348297584447	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Non-Permitted Feeding Space	2783.9348297584447	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Non-Permitted Feeding Space	2352.874470312853	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Non-Permitted Feeding Space	2352.874470312853	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Non-Permitted Feeding Space	2352.874470312853	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Non-Permitted Feeding Space	2352.874470312853	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Non-Permitted Feeding Space	2352.874470312853	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Non-Permitted Feeding Space	2352.874470312853	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Permitted Feeding Space	156.27608236260414	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Permitted Feeding Space	156.27608236260414	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Permitted Feeding Space	156.27608236260414	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Permitted Feeding Space	156.27608236260414	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Permitted Feeding Space	156.27608236260414	WET TONS
beebop	NONFED	PA	AgStormEff	42001	42001	turkeys	Permitted Feeding Space	156.27608236260414	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Permitted Feeding Space	242.91778276137126	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Permitted Feeding Space	242.91778276137126	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Permitted Feeding Space	242.91778276137126	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Permitted Feeding Space	242.91778276137126	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Permitted Feeding Space	242.91778276137126	WET TONS
beebop	NONFED	PA	BarnRunoffCont	42001	42001	turkeys	Permitted Feeding Space	242.91778276137126	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Permitted Feeding Space	194.76726613597168	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Permitted Feeding Space	194.76726613597168	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Permitted Feeding Space	194.76726613597168	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Permitted Feeding Space	194.76726613597168	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Permitted Feeding Space	194.76726613597168	WET TONS
beebop	NONFED	PA	LoafLot	42001	42001	turkeys	Permitted Feeding Space	194.76726613597168	WET TONS
