StateUniqueIdentifier	AgencyCode	StateAbbreviation	BmpShortname	GeographyName	LoadSourceGroup	Amount	Unit
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	MS4 Buildings and Other	0.0	Acres
beebop	DOD	PA	SCP6	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP3	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP4	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP5	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP2	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP1	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP8	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP7	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP11	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP10	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP9	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	MS4 Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	AdvancedGI	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	ForestBufUrban	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	ForestCon	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanForPlant	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbGrassBuffers	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMMDCA	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMMDDIY	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMPlan	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMPlanHR	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMPlanLR	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	MS4 Turf Grass	0.0	Acres
beebop	DOD	PA	EandS1	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	EandS2	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	EandS3	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	UrbanNMMDCA	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	UrbanNMMDDIY	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	UrbanNMPlan	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	UrbanNMPlanHR	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	UrbanNMPlanLR	N42001PM3_3040_3340	Regulated Construction	0.0	Acres
beebop	DOD	PA	SCP6	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP3	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP4	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP5	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP2	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP1	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP8	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP7	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	DirtGravelDSA	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	DirtGravelDSAOut	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	DirtGravelnoDSA	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP11	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP10	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	SCP9	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	CSOConnect	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	CSS Roads	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	CSOConnect	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	CSS Buildings and Other	0.0	Acres
beebop	DOD	PA	SCP6	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP3	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP4	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP5	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP2	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP1	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP8	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP7	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ImpSurRed	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP11	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP10	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	SCP9	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	CSOConnect	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	CSS Tree Canopy over Impervious	0.0	Acres
beebop	DOD	PA	AdvancedGI	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	BioRetNoUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	BioRetUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	BioRetUDCD	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	BioSwale	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	DryPonds	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	ExtDryPonds	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbFilterRR	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbFilterST	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	Filter	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	FTW1	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	FTW2	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	FTW3	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	FTW4	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	FTW5	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	ForestBufUrban	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	ForestCon	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanForPlant	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbGrassBuffers	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	ImperviousDisconnection	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	InfiltWithSV	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	Infiltration	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMMDCA	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMMDDIY	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMPlan	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMPlanHR	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanNMPlanLR	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavSVNoUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavSVUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavSVUDCD	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavNoSVNoUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	PermPavNoSVUDCD	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	CSOConnect	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	StormDrainClean	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	RR	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	ST	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	UrbanTreePlant	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDAB	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	VegOpChanNoUDCD	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
beebop	DOD	PA	WetPondWetland	N42001PM3_3040_3340	CSS Turf Grass	0.0	Acres
